Time (s),Vehicle Count
9.733333333333333,4
9.766666666666667,4
9.8,4
9.833333333333334,4
9.866666666666667,4
9.9,4
9.933333333333334,4
9.966666666666667,4
10.0,4
10.033333333333333,4
10.066666666666666,5
10.1,5
10.133333333333333,5
10.166666666666666,5
10.2,5
10.233333333333333,4
10.266666666666667,4
10.3,4
10.333333333333334,5
10.366666666666667,5
10.4,4
10.433333333333334,4
10.466666666666667,4
10.5,4
10.533333333333333,4
10.566666666666666,4
10.6,4
10.633333333333333,4
10.666666666666666,4
10.7,4
10.733333333333333,4
10.766666666666667,4
10.8,4
10.833333333333334,4
10.866666666666667,4
10.9,5
10.933333333333334,4
10.966666666666667,4
11.0,6
11.033333333333333,4
11.066666666666666,4
11.1,4
11.133333333333333,4
11.166666666666666,4
11.2,6
11.233333333333333,6
11.266666666666667,5
11.3,5
11.333333333333334,5
11.366666666666667,5
11.4,5
11.433333333333334,5
11.466666666666667,6
11.5,5
11.533333333333333,5
11.566666666666666,5
11.6,5
11.633333333333333,5
11.666666666666666,4
11.7,5
11.733333333333333,6
11.766666666666667,6
11.8,5
11.833333333333334,4
11.866666666666667,5
11.9,4
11.933333333333334,5
11.966666666666667,5
12.0,5
12.033333333333333,5
12.066666666666666,5
12.1,5
12.133333333333333,5
12.166666666666666,5
12.2,6
12.233333333333333,5
12.266666666666667,6
12.3,4
12.333333333333334,3
12.366666666666667,3
12.4,4
12.433333333333334,3
12.466666666666667,3
12.5,3
12.533333333333333,4
12.566666666666666,4
12.6,4
12.633333333333333,4
12.666666666666666,4
12.7,4
12.733333333333333,4
12.766666666666667,4
12.8,4
12.833333333333334,4
12.866666666666667,4
12.9,4
12.933333333333334,3
12.966666666666667,3
13.0,3
13.033333333333333,3
13.066666666666666,3
13.1,3
13.133333333333333,3
13.166666666666666,3
13.2,3
13.233333333333333,4
13.266666666666667,5
13.3,5
13.333333333333334,4
13.366666666666667,4
13.4,4
13.433333333333334,5
13.466666666666667,4
13.5,4
13.533333333333333,4
13.566666666666666,4
13.6,5
13.633333333333333,4
13.666666666666666,4
13.7,5
13.733333333333333,5
13.766666666666667,5
13.8,5
13.833333333333334,4
13.866666666666667,4
13.9,5
13.933333333333334,4
13.966666666666667,4
14.0,4
14.033333333333333,4
14.066666666666666,5
14.1,5
14.133333333333333,5
14.166666666666666,5
14.2,4
14.233333333333333,4
14.266666666666667,5
14.3,4
14.333333333333334,5
14.366666666666667,5
14.4,4
14.433333333333334,4
14.466666666666667,4
14.5,3
14.533333333333333,4
14.566666666666666,4
14.6,4
14.633333333333333,3
14.666666666666666,3
14.7,4
14.733333333333333,3
14.766666666666667,3
14.8,3
14.833333333333334,3
14.866666666666667,3
14.9,3
14.933333333333334,3
14.966666666666667,3
15.0,4
15.033333333333333,3
15.066666666666666,3
15.1,3
15.133333333333333,5
15.166666666666666,5
15.2,5
15.233333333333333,3
15.266666666666667,3
15.3,3
15.333333333333334,3
15.366666666666667,3
15.4,4
15.433333333333334,3
15.466666666666667,3
15.5,3
15.533333333333333,3
15.566666666666666,3
15.6,3
15.633333333333333,3
15.666666666666666,3
15.7,3
15.733333333333333,3
15.766666666666667,3
15.8,3
15.833333333333334,3
15.866666666666667,3
15.9,3
15.933333333333334,3
15.966666666666667,3
16.0,3
16.033333333333335,3
16.066666666666666,3
16.1,4
16.133333333333333,3
16.166666666666668,3
16.2,3
16.233333333333334,3
16.266666666666666,3
16.3,4
16.333333333333332,3
16.366666666666667,3
16.4,3
16.433333333333334,3
16.466666666666665,3
16.5,3
16.533333333333335,3
16.566666666666666,3
16.6,3
16.633333333333333,3
16.666666666666668,3
16.7,3
16.733333333333334,3
16.766666666666666,3
16.8,4
16.833333333333332,3
16.866666666666667,3
16.9,3
16.933333333333334,3
16.966666666666665,3
17.0,3
17.033333333333335,3
17.066666666666666,3
17.1,3
17.133333333333333,2
17.166666666666668,2
17.2,3
17.233333333333334,4
17.266666666666666,3
17.3,3
17.333333333333332,3
17.366666666666667,3
17.4,3
17.433333333333334,3
17.466666666666665,3
17.5,3
17.533333333333335,3
17.566666666666666,3
17.6,3
17.633333333333333,3
17.666666666666668,4
17.7,4
17.733333333333334,3
17.766666666666666,3
17.8,3
17.833333333333332,3
17.866666666666667,3
17.9,3
17.933333333333334,3
17.966666666666665,3
18.0,3
18.033333333333335,3
18.066666666666666,3
18.1,3
18.133333333333333,3
18.166666666666668,3
18.2,3
18.233333333333334,3
18.266666666666666,3
18.3,3
18.333333333333332,3
18.366666666666667,3
18.4,3
18.433333333333334,3
18.466666666666665,3
18.5,3
18.533333333333335,3
18.566666666666666,3
18.6,3
18.633333333333333,3
18.666666666666668,3
18.7,3
18.733333333333334,4
18.766666666666666,4
18.8,3
18.833333333333332,3
18.866666666666667,3
18.9,3
18.933333333333334,3
18.966666666666665,3
19.0,4
19.033333333333335,4
19.066666666666666,4
19.1,4
19.133333333333333,3
19.166666666666668,3
19.2,4
19.233333333333334,4
19.266666666666666,4
19.3,4
19.333333333333332,3
19.366666666666667,3
19.4,3
19.433333333333334,3
19.466666666666665,3
19.5,3
19.533333333333335,3
19.566666666666666,3
19.6,3
19.633333333333333,3
19.666666666666668,2
19.7,2
19.733333333333334,3
19.766666666666666,3
19.8,3
19.833333333333332,3
19.866666666666667,3
19.9,3
19.933333333333334,2
19.966666666666665,2
20.0,3
20.033333333333335,3
20.066666666666666,3
20.1,3
20.133333333333333,3
20.166666666666668,3
20.2,3
20.233333333333334,3
20.266666666666666,3
20.3,3
20.333333333333332,3
20.366666666666667,3
20.4,3
20.433333333333334,3
20.466666666666665,3
20.5,3
20.533333333333335,3
20.566666666666666,3
20.6,3
20.633333333333333,3
20.666666666666668,3
20.7,3
20.733333333333334,3
20.766666666666666,3
20.8,3
20.833333333333332,3
20.866666666666667,3
20.9,3
20.933333333333334,3
20.966666666666665,3
21.0,3
21.033333333333335,3
21.066666666666666,3
21.1,3
21.133333333333333,3
21.166666666666668,3
21.2,3
21.233333333333334,3
21.266666666666666,3
21.3,3
21.333333333333332,3
21.366666666666667,3
21.4,3
21.433333333333334,3
21.466666666666665,3
21.5,3
21.533333333333335,3
21.566666666666666,3
21.6,3
21.633333333333333,3
21.666666666666668,3
21.7,3
21.733333333333334,3
21.766666666666666,3
21.8,3
21.833333333333332,2
21.866666666666667,2
21.9,2
21.933333333333334,2
21.966666666666665,2
22.0,2
22.033333333333335,2
22.066666666666666,2
22.1,2
22.133333333333333,2
22.166666666666668,2
22.2,2
22.233333333333334,2
22.266666666666666,2
22.3,2
22.333333333333332,2
22.366666666666667,2
22.4,2
22.433333333333334,2
22.466666666666665,2
22.5,2
22.533333333333335,2
22.566666666666666,2
22.6,2
22.633333333333333,2
22.666666666666668,2
22.7,2
22.733333333333334,2
22.766666666666666,2
22.8,2
22.833333333333332,2
22.866666666666667,2
22.9,2
22.933333333333334,2
22.966666666666665,2
23.0,2
23.033333333333335,2
23.066666666666666,2
23.1,2
23.133333333333333,2
23.166666666666668,2
23.2,2
23.233333333333334,2
23.266666666666666,2
23.3,2
23.333333333333332,2
23.366666666666667,2
23.4,2
23.433333333333334,2
23.466666666666665,2
23.5,2
23.533333333333335,2
23.566666666666666,2
23.6,2
23.633333333333333,2
23.666666666666668,2
23.7,2
23.733333333333334,2
23.766666666666666,2
23.8,2
23.833333333333332,2
23.866666666666667,2
23.9,3
23.933333333333334,3
23.966666666666665,3
24.0,3
24.033333333333335,3
24.066666666666666,3
24.1,3
24.133333333333333,2
24.166666666666668,2
24.2,3
24.233333333333334,3
24.266666666666666,3
24.3,3
24.333333333333332,3
24.366666666666667,3
24.4,3
24.433333333333334,3
24.466666666666665,2
24.5,2
24.533333333333335,3
24.566666666666666,3
24.6,3
24.633333333333333,3
24.666666666666668,3
24.7,3
24.733333333333334,3
24.766666666666666,3
24.8,3
24.833333333333332,3
24.866666666666667,3
24.9,3
24.933333333333334,3
24.966666666666665,3
25.0,2
25.033333333333335,2
25.066666666666666,2
25.1,2
25.133333333333333,3
25.166666666666668,3
25.2,3
25.233333333333334,3
25.266666666666666,3
25.3,3
25.333333333333332,3
25.366666666666667,3
25.4,4
25.433333333333334,3
25.466666666666665,3
25.5,3
25.533333333333335,3
25.566666666666666,3
25.6,3
25.633333333333333,3
25.666666666666668,2
25.7,2
25.733333333333334,2
25.766666666666666,2
25.8,3
25.833333333333332,1
25.866666666666667,1
25.9,2
25.933333333333334,1
25.966666666666665,1
26.0,1
26.033333333333335,2
26.066666666666666,1
26.1,2
26.133333333333333,2
26.166666666666668,2
26.2,2
26.233333333333334,2
26.266666666666666,2
26.3,2
26.333333333333332,2
26.366666666666667,2
26.4,2
26.433333333333334,2
26.466666666666665,2
26.5,2
26.533333333333335,2
26.566666666666666,2
26.6,2
26.633333333333333,3
26.666666666666668,3
26.7,3
26.733333333333334,3
26.766666666666666,3
26.8,3
26.833333333333332,2
26.866666666666667,2
26.9,3
26.933333333333334,3
26.966666666666665,3
27.0,2
27.033333333333335,2
27.066666666666666,2
27.1,2
27.133333333333333,2
27.166666666666668,2
27.2,2
27.233333333333334,2
27.266666666666666,3
27.3,3
27.333333333333332,3
27.366666666666667,3
27.4,3
27.433333333333334,3
27.466666666666665,3
27.5,3
27.533333333333335,3
27.566666666666666,3
27.6,2
27.633333333333333,2
27.666666666666668,3
27.7,3
27.733333333333334,3
27.766666666666666,3
27.8,2
27.833333333333332,3
27.866666666666667,3
27.9,3
27.933333333333334,3
27.966666666666665,3
28.0,3
28.033333333333335,3
28.066666666666666,3
28.1,3
28.133333333333333,1
28.166666666666668,1
28.2,1
28.233333333333334,3
28.266666666666666,3
28.3,3
28.333333333333332,4
28.366666666666667,4
28.4,3
28.433333333333334,4
28.466666666666665,4
28.5,2
28.533333333333335,1
28.566666666666666,1
28.6,2
28.633333333333333,2
28.666666666666668,2
28.7,3
28.733333333333334,3
28.766666666666666,3
28.8,3
28.833333333333332,3
28.866666666666667,3
28.9,2
28.933333333333334,2
28.966666666666665,2
29.0,2
29.033333333333335,2
29.066666666666666,2
29.1,3
29.133333333333333,2
29.166666666666668,2
29.2,3
29.233333333333334,2
29.266666666666666,3
29.3,3
29.333333333333332,3
29.366666666666667,3
29.4,3
29.433333333333334,2
29.466666666666665,2
29.5,2
29.533333333333335,2
29.566666666666666,2
29.6,2
29.633333333333333,2
29.666666666666668,1
29.7,1
29.733333333333334,2
29.766666666666666,2
29.8,1
29.833333333333332,2
29.866666666666667,2
29.9,2
29.933333333333334,1
29.966666666666665,1
30.0,1
30.033333333333335,1
30.066666666666666,1
30.1,3
30.133333333333333,3
30.166666666666668,3
30.2,2
30.233333333333334,2
30.266666666666666,2
30.3,2
30.333333333333332,2
30.366666666666667,2
30.4,3
30.433333333333334,2
30.466666666666665,3
30.5,2
30.533333333333335,1
30.566666666666666,1
30.6,1
30.633333333333333,2
30.666666666666668,1
30.7,1
30.733333333333334,1
30.766666666666666,1
30.8,1
30.833333333333332,2
30.866666666666667,2
30.9,2
30.933333333333334,2
30.966666666666665,2
31.0,2
31.033333333333335,2
31.066666666666666,2
31.1,2
31.133333333333333,3
31.166666666666668,3
31.2,3
31.233333333333334,3
31.266666666666666,3
31.3,3
31.333333333333332,3
31.366666666666667,3
31.4,3
31.433333333333334,3
31.466666666666665,3
31.5,3
31.533333333333335,3
31.566666666666666,3
31.6,3
31.633333333333333,3
31.666666666666668,3
31.7,3
31.733333333333334,3
31.766666666666666,3
31.8,3
31.833333333333332,3
31.866666666666667,3
31.9,3
31.933333333333334,3
31.966666666666665,3
32.0,2
32.03333333333333,3
32.06666666666667,3
32.1,3
32.13333333333333,3
32.166666666666664,3
32.2,3
32.233333333333334,3
32.266666666666666,2
32.3,3
32.333333333333336,3
32.36666666666667,3
32.4,3
32.43333333333333,2
32.46666666666667,2
32.5,2
32.53333333333333,2
32.56666666666667,2
32.6,2
32.63333333333333,2
32.666666666666664,2
32.7,2
32.733333333333334,1
32.766666666666666,1
32.8,3
32.833333333333336,2
32.86666666666667,2
32.9,2
32.93333333333333,2
32.96666666666667,2
33.0,2
33.03333333333333,2
33.06666666666667,2
33.1,2
33.13333333333333,2
33.166666666666664,2
33.2,2
33.233333333333334,2
33.266666666666666,2
33.3,2
33.333333333333336,2
33.36666666666667,2
33.4,2
33.43333333333333,2
33.46666666666667,2
33.5,2
33.53333333333333,2
33.56666666666667,2
33.6,1
33.63333333333333,2
33.666666666666664,2
33.7,2
33.733333333333334,2
33.766666666666666,2
33.8,2
33.833333333333336,2
33.86666666666667,2
33.9,2
33.93333333333333,2
33.96666666666667,2
34.0,2
34.03333333333333,2
34.06666666666667,2
34.1,2
34.13333333333333,2
34.166666666666664,2
34.2,2
34.233333333333334,3
34.266666666666666,3
34.3,3
34.333333333333336,3
34.36666666666667,3
34.4,3
34.43333333333333,3
34.46666666666667,3
34.5,3
34.53333333333333,2
34.56666666666667,2
34.6,2
34.63333333333333,2
34.666666666666664,3
34.7,3
34.733333333333334,3
34.766666666666666,3
34.8,3
34.833333333333336,2
34.86666666666667,3
34.9,2
34.93333333333333,2
34.96666666666667,2
35.0,0
35.03333333333333,2
35.06666666666667,2
35.1,1
35.13333333333333,2
35.166666666666664,2
35.2,0
35.233333333333334,1
35.266666666666666,2
35.3,1
35.333333333333336,1
35.36666666666667,1
35.4,1
35.43333333333333,1
35.46666666666667,0
35.5,0
35.53333333333333,1
35.56666666666667,1
35.6,1
35.63333333333333,1
35.666666666666664,2
35.7,2
35.733333333333334,1
35.766666666666666,1
35.8,2
35.833333333333336,1
35.86666666666667,1
35.9,1
35.93333333333333,2
35.96666666666667,2
36.0,1
36.03333333333333,1
36.06666666666667,0
36.1,1
36.13333333333333,1
36.166666666666664,1
36.2,1
36.233333333333334,0
36.266666666666666,1
36.3,1
36.333333333333336,0
36.36666666666667,0
36.4,1
36.43333333333333,0
36.46666666666667,0
36.5,0
36.53333333333333,1
36.56666666666667,1
36.6,1
36.63333333333333,0
36.666666666666664,0
36.7,0
36.733333333333334,1
36.766666666666666,1
36.8,0
36.833333333333336,0
36.86666666666667,0
36.9,0
36.93333333333333,0
36.96666666666667,0
37.0,0
37.03333333333333,0
37.06666666666667,0
37.1,0
37.13333333333333,0
37.166666666666664,0
37.2,0
37.233333333333334,0
37.266666666666666,0
37.3,0
37.333333333333336,0
37.36666666666667,0
37.4,0
37.43333333333333,0
37.46666666666667,0
37.5,0
37.53333333333333,0
37.56666666666667,0
37.6,0
37.63333333333333,0
37.666666666666664,0
37.7,0
37.733333333333334,0
37.766666666666666,0
37.8,0
37.833333333333336,2
37.86666666666667,0
37.9,0
37.93333333333333,2
37.96666666666667,2
38.0,2
38.03333333333333,2
38.06666666666667,1
38.1,1
38.13333333333333,2
38.166666666666664,2
38.2,3
38.233333333333334,3
38.266666666666666,3
38.3,2
38.333333333333336,1
38.36666666666667,1
38.4,1
38.43333333333333,2
38.46666666666667,2
38.5,2
38.53333333333333,1
38.56666666666667,1
38.6,1
38.63333333333333,1
38.666666666666664,1
38.7,2
38.733333333333334,2
38.766666666666666,2
38.8,2
38.833333333333336,2
38.86666666666667,2
38.9,2
38.93333333333333,2
38.96666666666667,2
39.0,2
39.03333333333333,1
39.06666666666667,1
39.1,0
39.13333333333333,2
39.166666666666664,2
39.2,1
39.233333333333334,0
39.266666666666666,2
39.3,2
39.333333333333336,1
39.36666666666667,1
39.4,1
39.43333333333333,1
39.46666666666667,1
39.5,0
39.53333333333333,1
39.56666666666667,1
39.6,0
39.63333333333333,1
39.666666666666664,1
39.7,0
39.733333333333334,1
39.766666666666666,1
39.8,0
39.833333333333336,1
39.86666666666667,1
39.9,2
39.93333333333333,1
39.96666666666667,1
40.0,2
40.03333333333333,2
40.06666666666667,1
40.1,2
40.13333333333333,2
40.166666666666664,2
40.2,2
40.233333333333334,2
40.266666666666666,2
40.3,2
40.333333333333336,2
40.36666666666667,2
40.4,2
40.43333333333333,2
40.46666666666667,2
40.5,2
40.53333333333333,2
40.56666666666667,2
40.6,2
40.63333333333333,3
40.666666666666664,2
40.7,2
40.733333333333334,2
40.766666666666666,2
40.8,2
40.833333333333336,2
40.86666666666667,2
40.9,2
40.93333333333333,3
40.96666666666667,3
41.0,2
41.03333333333333,2
41.06666666666667,2
41.1,2
41.13333333333333,2
41.166666666666664,2
41.2,2
41.233333333333334,2
41.266666666666666,2
41.3,2
41.333333333333336,2
41.36666666666667,2
41.4,2
41.43333333333333,2
41.46666666666667,2
41.5,2
41.53333333333333,2
41.56666666666667,2
41.6,2
41.63333333333333,2
41.666666666666664,2
41.7,2
41.733333333333334,2
41.766666666666666,2
41.8,2
41.833333333333336,2
41.86666666666667,2
41.9,2
41.93333333333333,2
41.96666666666667,2
42.0,2
42.03333333333333,2
42.06666666666667,2
42.1,2
42.13333333333333,2
42.166666666666664,2
42.2,2
42.233333333333334,2
42.266666666666666,2
42.3,2
42.333333333333336,2
42.36666666666667,2
42.4,2
42.43333333333333,2
42.46666666666667,2
42.5,2
42.53333333333333,2
42.56666666666667,2
42.6,2
42.63333333333333,2
42.666666666666664,2
42.7,2
42.733333333333334,2
42.766666666666666,2
42.8,2
42.833333333333336,2
42.86666666666667,2
42.9,2
42.93333333333333,2
42.96666666666667,2
43.0,2
43.03333333333333,2
43.06666666666667,2
43.1,2
43.13333333333333,2
43.166666666666664,2
43.2,2
43.233333333333334,2
43.266666666666666,2
43.3,2
43.333333333333336,2
43.36666666666667,2
43.4,2
43.43333333333333,3
43.46666666666667,2
43.5,2
43.53333333333333,2
43.56666666666667,2
43.6,3
43.63333333333333,2
43.666666666666664,2
43.7,3
43.733333333333334,2
43.766666666666666,3
43.8,3
43.833333333333336,3
43.86666666666667,2
43.9,2
43.93333333333333,2
43.96666666666667,2
44.0,1
44.03333333333333,2
44.06666666666667,2
44.1,2
44.13333333333333,1
44.166666666666664,1
44.2,1
44.233333333333334,0
44.266666666666666,1
44.3,1
44.333333333333336,1
44.36666666666667,1
44.4,1
44.43333333333333,1
44.46666666666667,1
44.5,1
44.53333333333333,1
44.56666666666667,1
44.6,1
44.63333333333333,1
44.666666666666664,1
44.7,1
44.733333333333334,1
44.766666666666666,1
44.8,1
44.833333333333336,1
44.86666666666667,1
44.9,1
44.93333333333333,1
44.96666666666667,1
45.0,1
45.03333333333333,1
45.06666666666667,1
45.1,1
45.13333333333333,1
45.166666666666664,1
45.2,1
45.233333333333334,1
45.266666666666666,1
45.3,1
45.333333333333336,1
45.36666666666667,1
45.4,1
45.43333333333333,1
45.46666666666667,1
45.5,1
45.53333333333333,1
45.56666666666667,1
45.6,1
45.63333333333333,1
45.666666666666664,1
45.7,2
45.733333333333334,2
45.766666666666666,2
45.8,2
45.833333333333336,2
45.86666666666667,2
45.9,2
45.93333333333333,1
45.96666666666667,1
46.0,1
46.03333333333333,1
46.06666666666667,1
46.1,1
46.13333333333333,1
46.166666666666664,1
46.2,1
46.233333333333334,1
46.266666666666666,1
46.3,1
46.333333333333336,1
46.36666666666667,1
46.4,1
46.43333333333333,1
46.46666666666667,1
46.5,1
46.53333333333333,1
46.56666666666667,1
46.6,1
46.63333333333333,1
46.666666666666664,1
46.7,1
46.733333333333334,1
46.766666666666666,1
46.8,1
46.833333333333336,1
46.86666666666667,1
46.9,1
46.93333333333333,1
46.96666666666667,1
47.0,1
47.03333333333333,1
47.06666666666667,1
47.1,1
47.13333333333333,1
47.166666666666664,1
47.2,1
47.233333333333334,1
47.266666666666666,1
47.3,1
47.333333333333336,1
47.36666666666667,1
47.4,1
47.43333333333333,1
47.46666666666667,1
47.5,1
47.53333333333333,1
47.56666666666667,1
47.6,1
47.63333333333333,1
47.666666666666664,1
47.7,1
47.733333333333334,1
47.766666666666666,1
47.8,1
47.833333333333336,1
47.86666666666667,1
47.9,1
47.93333333333333,1
47.96666666666667,1
48.0,1
48.03333333333333,1
48.06666666666667,1
48.1,1
48.13333333333333,1
48.166666666666664,1
48.2,1
48.233333333333334,1
48.266666666666666,1
48.3,1
48.333333333333336,1
48.36666666666667,1
48.4,1
48.43333333333333,1
48.46666666666667,1
48.5,1
48.53333333333333,1
48.56666666666667,1
48.6,1
48.63333333333333,1
48.666666666666664,1
48.7,1
48.733333333333334,1
48.766666666666666,1
48.8,1
48.833333333333336,1
48.86666666666667,1
48.9,1
48.93333333333333,1
48.96666666666667,1
49.0,1
49.03333333333333,1
49.06666666666667,1
49.1,1
49.13333333333333,1
49.166666666666664,1
49.2,1
49.233333333333334,1
49.266666666666666,1
49.3,1
49.333333333333336,1
49.36666666666667,1
49.4,1
49.43333333333333,1
49.46666666666667,1
49.5,1
49.53333333333333,1
49.56666666666667,1
49.6,1
49.63333333333333,1
49.666666666666664,1
49.7,1
49.733333333333334,1
49.766666666666666,1
49.8,1
49.833333333333336,1
49.86666666666667,1
49.9,1
49.93333333333333,1
49.96666666666667,1
50.0,1
50.03333333333333,1
50.06666666666667,1
50.1,1
50.13333333333333,1
50.166666666666664,1
50.2,1
50.233333333333334,1
50.266666666666666,1
50.3,1
50.333333333333336,1
50.36666666666667,1
50.4,1
50.43333333333333,1
50.46666666666667,1
50.5,1
50.53333333333333,1
50.56666666666667,1
50.6,1
50.63333333333333,1
50.666666666666664,1
50.7,1
50.733333333333334,1
50.766666666666666,1
50.8,1
50.833333333333336,1
50.86666666666667,1
50.9,1
50.93333333333333,1
50.96666666666667,1
51.0,1
51.03333333333333,1
51.06666666666667,1
51.1,1
51.13333333333333,1
51.166666666666664,1
51.2,1
51.233333333333334,1
51.266666666666666,1
51.3,1
51.333333333333336,1
51.36666666666667,1
51.4,1
51.43333333333333,1
51.46666666666667,1
51.5,1
51.53333333333333,1
51.56666666666667,1
51.6,1
51.63333333333333,1
51.666666666666664,1
51.7,1
51.733333333333334,1
51.766666666666666,1
51.8,1
51.833333333333336,1
51.86666666666667,1
51.9,1
51.93333333333333,1
51.96666666666667,1
52.0,1
52.03333333333333,1
52.06666666666667,1
52.1,1
52.13333333333333,1
52.166666666666664,1
52.2,1
52.233333333333334,1
52.266666666666666,1
52.3,1
52.333333333333336,1
52.36666666666667,1
52.4,1
52.43333333333333,1
52.46666666666667,2
52.5,2
52.53333333333333,2
52.56666666666667,2
52.6,2
52.63333333333333,2
52.666666666666664,2
52.7,2
52.733333333333334,2
52.766666666666666,2
52.8,2
52.833333333333336,2
52.86666666666667,2
52.9,2
52.93333333333333,2
52.96666666666667,2
53.0,2
53.03333333333333,2
53.06666666666667,2
53.1,2
53.13333333333333,2
53.166666666666664,2
53.2,2
53.233333333333334,2
53.266666666666666,2
53.3,2
53.333333333333336,2
53.36666666666667,2
53.4,2
53.43333333333333,2
53.46666666666667,2
